SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
 ,Year, , , , , , ,degrees_north,degrees_east,kts,mb, , ,km,km, , , ,degrees_north,degrees_east, , ,kts,mb,1,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,mb,nmile,nmile,nmile,degrees_north,degrees_east,1,kts,mb, ,nmile,nmile, ,nmile,nmile,1,degrees_north,degrees_east,1,kts,mb,degrees_north,degrees_east, ,kts,mb,degrees_north,degrees_east, ,kts,mb,1,mb,mb,degrees_north,degrees_east, ,kts,mb,1,1,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,degrees_north,degrees_east, ,kts,mb,1,1,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,nmile,mb,nmile, , ,degrees_north,degrees_east,1,kts,mb,degrees_north,degrees_east,kts,mb,degrees_north,degrees_east, ,kts,mb,degrees_north,degrees_east, ,kts,mb,degrees_north,degrees_east,kts,mb,nmile,degrees_north,degrees_east, ,kts,mb,degrees_north,degrees_east, ,kts,mb,kts,kts,second,kts,second,ft,nmile,nmile,nmile,nmile,kts,degrees
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-24 16:00:00,NR,16.5000,124.000, , , ,main,165,145,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.5000,124.000,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,281
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-24 18:00:00,NR,16.5373,123.800, , , ,main,145,111,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.5373,123.800,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,282
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-24 21:00:00,NR,16.5978,123.500, , , ,main,111,77,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.5978,123.500,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,283
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-25 00:00:00,NR,16.6706,123.200, , , ,main,77,44,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.6706,123.200,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,286
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-25 03:00:00,NR,16.7633,122.900, , , ,main,44,33,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.7633,122.900,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,289
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-25 04:00:00,NR,16.8000,122.800, , , ,main,33,10,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.8000,122.800,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,293
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-25 06:00:00,NR,16.8828,122.600, , , ,main,10,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.8828,122.600,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,295
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-25 09:00:00,NR,17.0259,122.300, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.0259,122.300,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,298
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-25 12:00:00,NR,17.1835,122.000, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.1835,122.000,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,299
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-25 15:00:00,NR,17.3463,121.700, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.3463,121.700,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,300
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-25 16:00:00,NR,17.4000,121.600, , , ,main,0,0,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.4000,121.600,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,298
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-25 18:00:00,NR,17.5000,121.395, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.5000,121.395,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,297
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-25 21:00:00,NR,17.6499,121.087, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.6499,121.087,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,297
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-26 00:00:00,NR,17.8000,120.784, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.8000,120.784,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,298
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-26 03:00:00,NR,17.9500,120.493, , , ,main,0,0,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.9500,120.493,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,299
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-26 04:00:00,NR,18.0000,120.400, , , ,main,10,10,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.0000,120.400,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,299
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-26 06:00:00,NR,18.0920,120.222, , , ,main,31,31,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.0920,120.222,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,299
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-26 09:00:00,NR,18.2299,119.967, , , ,main,54,54,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.2299,119.967,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,301
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-26 12:00:00,NR,18.3761,119.722, , , ,main,90,90,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.3761,119.722,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,304
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-26 15:00:00,NR,18.5399,119.481, , , ,main,114,114,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.5399,119.481,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,306
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-26 16:00:00,NR,18.6000,119.400, , , ,main,128,128,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.6000,119.400,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,308
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-26 18:00:00,NR,18.7329,119.218, , , ,main,151,151,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.7329,119.218,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,309
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-26 21:00:00,NR,18.9512,118.944, , , ,main,191,191,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.9512,118.944,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,312
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-27 00:00:00,NR,19.1838,118.686, , , ,main,219,219,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.1838,118.686,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,316
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-27 03:00:00,NR,19.4214,118.463, , , ,main,247,247,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.4214,118.463,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,319
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-27 04:00:00,NR,19.5000,118.400, , , ,main,262,262,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.5000,118.400,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,322
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-27 06:00:00,NR,19.6446,118.281, , , ,main,276,282,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.6446,118.281,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,325
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-27 09:00:00,NR,19.8616,118.139, , , ,main,311,311,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.8616,118.139,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,334
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-27 12:00:00,NR,20.0840,118.046, , , ,main,332,329,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.0840,118.046,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,344
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-27 15:00:00,NR,20.3183,118.003, , , ,main,329,319,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.3183,118.003,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,352
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-27 16:00:00,NR,20.4000,118.000, , , ,main,319,300,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.4000,118.000,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-27 18:00:00,NR,20.5798,118.005, , , ,main,300,277,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.5798,118.005,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-27 21:00:00,NR,20.8622,118.056, , , ,main,277,260,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.8622,118.056,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,13
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-28 00:00:00,NR,21.1461,118.146, , , ,main,260,240,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.1461,118.146,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,19
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-28 03:00:00,NR,21.4159,118.260, , , ,main,240,234,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.4159,118.260,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,22
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-28 04:00:00,NR,21.5000,118.300, , , ,main,234,215,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.5000,118.300,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,22
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-28 06:00:00,NR,21.6531,118.367, , , ,main,215,197,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.6531,118.367,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,25
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-28 09:00:00,NR,21.8638,118.479, , , ,main,197,180,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.8638,118.479,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,29
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-28 12:00:00,NR,22.0575,118.607, , , ,main,180,167,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.0575,118.607,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,34
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-28 15:00:00,NR,22.2404,118.749, , , ,main,167,154,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.2404,118.749,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,36
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-28 16:00:00,NR,22.3000,118.800, , , ,main,154,140,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.3000,118.800,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,42
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-28 18:00:00,NR,22.3776,118.885, , , ,main,140,127,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.3776,118.885,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,48
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-28 21:00:00,NR,22.4867,119.025, , , ,main,127,104,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.4867,119.025,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,48
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-29 00:00:00,NR,22.6373,119.195, , , ,main,104,75,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.6373,119.195,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,42
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-29 03:00:00,NR,22.8857,119.413, , , ,main,75,62,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.8857,119.413,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,38
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-29 04:00:00,NR,23.0000,119.500, , , ,main,62,42,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.0000,119.500,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,29
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-29 06:00:00,NR,23.3314,119.677, , , ,main,42,23,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.3314,119.677,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,26
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-29 09:00:00,NR,23.9365,119.994, , , ,main,30,20,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.9365,119.994,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,27
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-29 12:00:00,NR,24.5936,120.376, , , ,main,30,23,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.5936,120.376,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,31
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-29 15:00:00,NR,25.2156,120.831, , , ,main,30,24,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.2156,120.831,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,35
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-29 16:00:00,NR,25.4000,121.000, , , ,main,39,39,__________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.4000,121.000,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,43
1884177N17124,1884,14,WP,MM,NOT_NAMED,1884-06-29 18:00:00,NR,25.7213,121.363, , , ,main,55,55,__________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25.7213,121.363,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,51
